ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Base Category (if secondary)-B,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Formative/component occurs in what component(s)-A,Formative/component occurs in what component(s)-B,Formative/component occurs in what component(s)-C,Formative/component occurs in what component(s)-D,Contains component (enter)-A,Contains component (enter)-B,Contains component (enter)-C,Contains formative (enter)-A,Contains formative (enter)-B,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
500,Bloomfield,LB1958,"0096,0105,0123,0126",ojg,,east2542,-a·pant,OJ:1,,,,,,see,see,final,TI,,,,,,,,-a·pam,,,,,,,,,,,,,,,,-a·pam,-t,,-a·p,,,,,,"Andrew Medler, Walpole Island",GVM
466,Bloomfield,LB1958,0092,ojg,,east2542,-a·passo,OJ:1,,,,,,smoke,smoke,final,AI,,,,,,,-a·patte· ,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
645,Bloomfield,LB1958,0107,ojg,,east2542,-a·pat,OJ:1,,,,,,NG,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,-a·pacitto·,,,"Andrew Medler, Walpole Island",GVM
465,Bloomfield,LB1958,"0092,0123",ojg,,east2542,-a·patte· ,OJ:1,,,,,,smoke,,final,II ,,,,,,-a·passo,,,,,,,,,,,,,,,,,,-atte· ,,,-a·pa,,,,"""AI presumably -a·passo""",,"Andrew Medler, Walpole Island",GVM
277,Bloomfield,LB1958,"0082,0123,0126",ojg,,east2542,-a·pi,OJ:1,,,,,,look,look,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,-a·p,,Y,wa·pi-,,,"Andrew Medler, Walpole Island",GVM
476,Bloomfield,LB1958,0093,ojg,,east2542,-a·pi·,OJ:1,,,,,,liquid,liquid,final,II,,,,,,-a·pi·,,,,,,,,,,,,,,,,,,-e·,,,,,,,medial with II final,,"Andrew Medler, Walpole Island",GVM
477,Bloomfield,LB1958,0093,ojg,,east2542,-a·pi·,OJ:1,,,,,,liquid,liquid,final,AI,,,,,,,-a·pi·,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
745,Bloomfield,LB1958,"0115,0126",ojg,,east2542,-a·pi·,OJ:1,,,,,,"string, elongated thing",,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-e·,,,,,"Andrew Medler, Walpole Island",GVM
330,Bloomfield,LB1958,"0084,0093",ojg,,east2542,-a·pi· ,OJ:1,,,,,,string,string,final,AI,,,,,,,-a·pi,,,,,,,,,,,,,,,,,-a·py,-e·,,,,,,,,"Andrew Medler, Walpole Island",GVM
331,Bloomfield,LB1958,"0084,0093",ojg,,east2542,-a·pi· ,OJ:1,,,,,,string,string,final,II,,,,,,-a·pi,,,,,,,,,,,,,,,,,,-a·py,-e·,,,,,,,,"Andrew Medler, Walpole Island",GVM
674,Bloomfield,LB1958,0110,ojg,,east2542,-a·pi·k,OJ:1,,,,,,"string, row","row (N), string",final,PART,,,,,,,,,,,,,,,,,,,,,,,,-∅,,,,,,,"""medial with particle final -∅""",,"Andrew Medler, Walpole Island",GVM
746,Bloomfield,LB1958,"0115,0126",ojg,,east2542,-a·pi·k,OJ:1,,,,,,"string, elongated thing",,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-ak,-e·,,,,,"Andrew Medler, Walpole Island",GVM
738,Bloomfield,LB1958,"0115,0118,0126",ojg,,east2542,-a·pikk,OJ:1,,,,,,"stone, metal",,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
678,Bloomfield,LB1958,0111,ojg,,east2542,-a·pikk ,OJ:1,,,,,,dollar,dollar,final,PART,,,,,,,,,,,,,,,,,,,,,,,,-∅,,,,,,,"""medial with particle final -∅ with numeral roots""",,"Andrew Medler, Walpole Island",GVM
740,Bloomfield,LB1958,"0115,0126",ojg,,east2542,-a·pit,OJ:1,,,,,,tooth,,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
