Component ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Project Definition,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Component occurs in stem (orig. orth)-B,Component occurs in stem (proj. orth)-B,Stem UR-B,Stem category-B,Stem subcategory-B,Stem translation-B,Secondary stem-B,Stem Source-B,Component occurs in stem (orig. orth)-C,Component occurs in stem (proj. orth)-C,Stem UR-C,Stem category-C,Stem subcategory-C,Stem translation-C,Secondary stem-C,Stem Source-C,Component occurs in stem (orig. orth)-D,Component occurs in stem (proj. orth)-D,Stem UR-D,Stem category-D,Stem subcategory-D,Stem translation-D,Secondary stem-D,Stem Source-D,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Comments,Speaker,1st check done,2nd check done
198,Bloomfield,LB1925a,0228,sac,,mesk1242,pīw-,ME:1,,,,,,NG,,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB says ""historic"""
135,Bloomfield,LB1925a,0224,sac,,mesk1242,pōhk-,ME:1,,,,,,break,,initial
136,Bloomfield,LB1925a,0224,sac,,mesk1242,pōhkw-,ME:1,,,,,,break,,initial
167,Bloomfield,LB1925a,0226,sac,,mesk1242,pōn-,ME:1,,,,,,cease,,initial
131,Bloomfield,LB1925a,0224,sac,,mesk1242,pyā-,ME:1,,,,,,come,,initial
131,Bloomfield,LB1927a,0194,sac,,mesk1242,pyā-,ME:1,,,,,,come,,initial
126,Bloomfield,LB1925a,"0223,0224,0225",sac,,mesk1242,pyät-,ME:1,,,,,,hither,,initial
247,Bloomfield,LB1925a,0231,sac,,mesk1242,tacg-,ME:1,,,,,,small,,initial
168,Bloomfield,LB1925a,0226,sac,,mesk1242,tagyän-,ME:1,,,,,,drum (?),,initial
115,Bloomfield,LB1925a,0221,sac,,mesk1242,tan-,ME:1,,,,,,there,,initial
115,Bloomfield,LB1927a,"0194,0205",sac,,mesk1242,tan-,ME:1,,,,,,there,,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB: Irregularly used with prefix ä- (IC)
116,Bloomfield,LB1925a,0221,sac,,mesk1242,tas-,ME:1,,,,,,so many,,initial
116,Bloomfield,LB1925a,0227,sac,,mesk1242,tas-,ME:1,,,,,,so many,,initial
116,Bloomfield,LB1927a,"0194,0205",sac,,mesk1242,tas-,ME:1,,,,,,so many,,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB: Irregularly used with prefix ä- (IC)
206,Bloomfield,LB1925a,0229,sac,,mesk1242,tcahkw-,ME:1,,,,,,short,,initial
118,Bloomfield,LB1925a,0221,sac,,mesk1242,tōt,ME:1,,,,,,on something,,initial
270,Bloomfield,LB1927a,"0194,0205",sac,,mesk1242,tōt-,ME:1,,,,,,deal thus with,,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB: Irregularly used with prefix ä- (IC)
130,Bloomfield,LB1925a,0224,sac,,mesk1242,ut-,ME:1,,,,,,"thence, therefore",,initial
130,Bloomfield,LB1927a,"0205,0210",sac,,mesk1242,ut-,ME:1,,,,,,"thence, therefore",,initial
